104223700000,0
104208000000,0
100117600000,0
104208000000,0
104208000000,0
104522200000,0
100124500000,0
100118900000,0
100105400000,0
104222300000,189.43306795325486
110174900000,0
104222300000,189.43306795325486
100105400000,0
100121300000,0
100502300000,0
100517300000,0
104216900000,0
104204800000,0
107122500000,0
110410600000,0
100124200000,0
100124200000,0
100124500000,0
104222300000,189.43306795325486
100124200000,0
107179900000,0
100982000000,0
110434900000,0
280119201000,0
100124500000,0
101067900000,0
104222300000,189.43306795325486
101225900000,0
110410600000,0
104216900000,0
111402000200,0
104278100000,0
100105400000,0
105232000000,0
104168100000,0
130705500000,0
103337000000,0
100124500000,0
100118900000,0
111767205500,0
110434500000,0
104222300000,189.43306795325486
104216900000,0
104222600000,0
100144100000,0
100144100000,0
104055100000,0
100144100000,0
100144200000,0
100144100000,0
110410800000,0
280220600000,0
100151600000,0
100151600000,0
100130400000,0
104217700000,0
103337000000,0
105220000000,0
107107600000,0
204008500000,0
100137000000,0
105232000000,0
100151600000,0
106255200000,0
100118900000,0
130134600000,0
153232000000,0
100118900000,0
210413024000,0
110123900000,0
100118900000,0
100124500000,0
100118900000,0
104222300000,189.43306795325486
100180600000,0
101603200000,0
107121600000,0
104222300000,189.43306795325486
101405300000,0
130134600000,0
100118900000,0
110434500000,0
100130400000,0
130134600000,0
130321600000,0
100118900000,0
107121600000,0
106220500000,0
100148600000,0
101311000000,0
100118900000,0
